ranking_definition,omitted_state,state_years,mean_inversion_intensity,top_reversal_rate,strong_reversal_rate
relative_yield,South Dakota,74,0.698198198198,0.864864864865,0.810810810811
relative_yield,Tennessee,74,0.702702702703,0.864864864865,0.810810810811
relative_yield,Texas,74,0.720720720721,0.891891891892,0.837837837838
relative_yield,Virginia,74,0.698198198198,0.864864864865,0.810810810811
relative_yield,Wisconsin,74,0.698198198198,0.864864864865,0.810810810811
standardized_revenue,Alabama,74,0.337837837838,0.608108108108,0.0405405405405
standardized_revenue,Arkansas,74,0.351351351351,0.608108108108,0.0405405405405
standardized_revenue,Delaware,74,0.355855855856,0.648648648649,0.0405405405405
standardized_revenue,Georgia,74,0.355855855856,0.648648648649,0.0405405405405
standardized_revenue,Illinois,74,0.364864864865,0.648648648649,0.0405405405405
standardized_revenue,Indiana,74,0.351351351351,0.608108108108,0.0405405405405
standardized_revenue,Kansas,74,0.337837837838,0.608108108108,0.0405405405405
standardized_revenue,Kentucky,74,0.346846846847,0.608108108108,0.0405405405405
standardized_revenue,Maryland,74,0.346846846847,0.621621621622,0.0405405405405
standardized_revenue,Michigan,74,0.355855855856,0.648648648649,0.0405405405405
standardized_revenue,Mississippi,74,0.351351351351,0.608108108108,0.0405405405405
standardized_revenue,Missouri,74,0.351351351351,0.608108108108,0.0405405405405
standardized_revenue,Nebraska,74,0.364864864865,0.648648648649,0.0405405405405
standardized_revenue,New Jersey,75,0.342222222222,0.613333333333,0.04
standardized_revenue,New York,74,0.36036036036,0.648648648649,0.0405405405405
standardized_revenue,North Carolina,74,0.346846846847,0.621621621622,0.0405405405405
standardized_revenue,North Dakota,74,0.346846846847,0.608108108108,0.0405405405405
standardized_revenue,Ohio,74,0.351351351351,0.608108108108,0.0405405405405
standardized_revenue,Oklahoma,74,0.333333333333,0.608108108108,0
standardized_revenue,Pennsylvania,74,0.36036036036,0.648648648649,0.0405405405405
standardized_revenue,South Carolina,74,0.346846846847,0.608108108108,0.0405405405405
standardized_revenue,South Dakota,74,0.364864864865,0.648648648649,0.0405405405405
standardized_revenue,Tennessee,74,0.346846846847,0.608108108108,0.0405405405405
standardized_revenue,Texas,74,0.337837837838,0.608108108108,0.0405405405405
standardized_revenue,Virginia,74,0.342342342342,0.608108108108,0.0405405405405
standardized_revenue,Wisconsin,74,0.364864864865,0.648648648649,0.0405405405405
total_cost_margin,Alabama,74,0.675675675676,0.837837837838,0.77027027027
total_cost_margin,Arkansas,74,0.684684684685,0.837837837838,0.783783783784
total_cost_margin,Delaware,74,0.68018018018,0.837837837838,0.77027027027
total_cost_margin,Georgia,74,0.689189189189,0.851351351351,0.797297297297
total_cost_margin,Illinois,74,0.68018018018,0.851351351351,0.783783783784
total_cost_margin,Indiana,74,0.675675675676,0.837837837838,0.77027027027
total_cost_margin,Kansas,74,0.702702702703,0.878378378378,0.810810810811
total_cost_margin,Kentucky,74,0.671171171171,0.837837837838,0.77027027027
total_cost_margin,Maryland,74,0.671171171171,0.837837837838,0.77027027027
total_cost_margin,Michigan,74,0.675675675676,0.837837837838,0.77027027027
total_cost_margin,Mississippi,74,0.693693693694,0.864864864865,0.810810810811
total_cost_margin,Missouri,74,0.671171171171,0.837837837838,0.77027027027
total_cost_margin,Nebraska,74,0.693693693694,0.851351351351,0.810810810811
total_cost_margin,New Jersey,75,0.671111111111,0.84,0.773333333333
total_cost_margin,New York,74,0.671171171171,0.837837837838,0.77027027027
total_cost_margin,North Carolina,74,0.68018018018,0.837837837838,0.77027027027
total_cost_margin,North Dakota,74,0.671171171171,0.837837837838,0.77027027027
total_cost_margin,Ohio,74,0.675675675676,0.837837837838,0.77027027027
total_cost_margin,Oklahoma,74,0.689189189189,0.851351351351,0.783783783784
total_cost_margin,Pennsylvania,74,0.671171171171,0.837837837838,0.77027027027
total_cost_margin,South Carolina,74,0.68018018018,0.837837837838,0.77027027027
total_cost_margin,South Dakota,74,0.671171171171,0.837837837838,0.77027027027
total_cost_margin,Tennessee,74,0.68018018018,0.837837837838,0.77027027027
total_cost_margin,Texas,74,0.702702702703,0.878378378378,0.810810810811
total_cost_margin,Virginia,74,0.671171171171,0.837837837838,0.77027027027
total_cost_margin,Wisconsin,74,0.671171171171,0.837837837838,0.77027027027
