policy,row_type,gamma,declared_benchmark,policy_solver_generated,solver_status,solver_message,mean_variance_objective,feasibility_max_violation,full_investment_residual,matched_kendall_tau,evaluation_law,gaussian_lower_tail_dependence,lower_tail_dependence,gaussian_profit_variance,gaussian_expected_profit,evaluation_profit_variance,evaluation_loss_CVaR,evaluation_expected_profit,risk_ceiling,xMV_vs_xT_allocation_L1,xMV_evaluation_CVaR_minus_xT,benchmark_gaussian_variance,gaussian_variance_reduction,gaussian_variance_reduction_fraction,variance_diversification_criterion,allocation_disagreement_criterion,tail_inferiority_criterion,strong_risk_ceiling_violation_criterion,weak_diversification_failure,strong_diversification_failure,selected_policy,xT_ceiling_slack,tail_and_ceiling_conditions_numerically_dependent,selection_rule,variance_reduction_target,selected_gamma,selected_gamma_is_interior,weak_failure_gamma_intervals,strong_failure_gamma_intervals,allocation_Corn,allocation_Soybean,allocation_Winter_Wheat,pairwise_reversal_count,reversed_pairs,selected_pairwise_reversal,selected_complete_rank_reversal,selected_strong_reversal,strong_reversal_pairs,classification,top_ranked_crop,top_ranked_allocation,acreage_order_tolerance,near_zero_tolerance,frontier_points,frontier_gamma_start,frontier_gamma_stop,frontier_gamma_step,x0_matches_gamma_zero_L1,minimum_evaluation_CVaR,gaussian_scenario_count,evaluation_scenario_count,scenario_seed,student_t_copula_df,evaluation_marginal,alpha,risk_tolerance,gaussian_sample_mean_max_error,criterion_definition
Gaussian_MV_frontier_gamma_0.0142,mean_variance_frontier,0.0142,False,True,optimal,Optimization terminated successfully,132.382967162,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,3618.34125288,183.763412953,3350.49014382,-53.878226259,183.797638965,-45.733313331,0.471284574363,-8.14491292807,6765.62398769,3147.28273481,0.465187356042,True,True,False,False,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.26521483214,0.325554802839,0.40923036502,0,,False,False,False,,no_reversal,Winter Wheat,0.40923036502,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0143,mean_variance_frontier,0.0143,False,True,optimal,Optimization terminated successfully,132.022069725,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,3599.67290567,183.497392276,3333.50252316,-53.9365393459,183.530869202,-45.733313331,0.477932958355,-8.20322601492,6765.62398769,3165.95108202,0.46794665027,True,True,False,False,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.263983327904,0.32346211508,0.412554557016,0,,False,False,False,,no_reversal,Winter Wheat,0.412554557016,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0144,mean_variance_frontier,0.0144,False,True,optimal,Optimization terminated successfully,131.663019649,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,3581.39215117,183.235066626,3316.87374897,-53.9911840391,183.267804868,-45.733313331,0.484489001771,-8.25787070814,6765.62398769,3184.23183652,0.470648655957,True,True,False,False,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.262768920899,0.321398500377,0.415832578724,0,,False,False,False,,no_reversal,Winter Wheat,0.415832578724,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0145,mean_variance_frontier,0.0145,False,True,optimal,Optimization terminated successfully,131.305778714,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,3563.4883342,182.976359559,3300.59387172,-54.0429447595,183.00836931,-45.733313331,0.490954605041,-8.3096314285,6765.62398769,3202.13565349,0.473294948007,True,True,False,False,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.261571272589,0.319363347052,0.419065380359,0,,False,False,False,,no_reversal,Winter Wheat,0.419065380359,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0146,mean_variance_frontier,0.0146,False,True,optimal,Optimization terminated successfully,130.950309744,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,3545.95118882,182.721197101,3284.65330652,-54.0939660766,182.752488339,-45.733313331,0.497331623854,-8.36065274563,6765.62398769,3219.67279887,0.475887043786,True,True,False,False,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.260390029986,0.317356080249,0.422253889765,0,,False,False,False,,no_reversal,Winter Wheat,0.422253889765,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0147,mean_variance_frontier,0.0147,False,True,optimal,Optimization terminated successfully,130.596576578,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,3528.77067605,182.469505516,3269.04268504,-54.1442933788,182.500088017,-45.733313331,0.503621896756,-8.41098004782,6765.62398769,3236.85331164,0.478426427116,True,True,False,False,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.259224858189,0.315376115594,0.425399026217,0,,False,False,False,,no_reversal,Winter Wheat,0.425399026217,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0148,mean_variance_frontier,0.0148,False,True,optimal,Optimization terminated successfully,130.24454403,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,3511.93721415,182.2212148,3253.75306439,-54.1939406323,182.251098137,-45.733313331,0.509827180851,-8.46062730137,6765.62398769,3253.68677354,0.480914514235,True,True,False,False,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.258075421605,0.313422910131,0.428501668264,0,,False,False,False,,no_reversal,Winter Wheat,0.428501668264,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0149,mean_variance_frontier,0.0149,False,True,optimal,Optimization terminated successfully,129.89417786,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,3495.44162972,181.976258143,3238.77588211,-54.241153368,182.005451708,-45.733313331,0.515949133835,-8.50784003707,6765.62398769,3270.18235797,0.483352661028,True,True,False,False,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.256941429272,0.311495925971,0.431562644756,0,,False,False,False,,no_reversal,Winter Wheat,0.431562644756,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0150,mean_variance_frontier,0.015,False,True,optimal,Optimization terminated successfully,129.54544474,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,3479.27478064,181.734566449,3224.10261334,-54.2874062406,181.763079435,-45.733313331,0.521989491953,-8.55409290965,6765.62398769,3286.34920705,0.485742218756,True,True,False,False,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.255822546975,0.309594629209,0.434582823815,0,,False,False,False,,no_reversal,Winter Wheat,0.434582823815,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0151,mean_variance_frontier,0.0151,False,True,optimal,Optimization terminated successfully,129.198312225,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,3463.42809076,181.496076395,3209.72525604,-54.3297219922,181.523917818,-45.733313331,0.527949832068,-8.59640866121,6765.62398769,3302.19589693,0.488084455024,True,True,False,False,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.254718490302,0.307718515825,0.437562993873,0,,False,False,False,,no_reversal,Winter Wheat,0.437562993873,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0152,mean_variance_frontier,0.0152,False,True,optimal,Optimization terminated successfully,128.852748725,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,3447.89309658,181.260723793,3195.63591884,-54.3674660294,181.287902483,-45.733313331,0.533831767715,-8.63415269842,6765.62398769,3317.7308911,0.490380620788,True,True,False,False,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.253628947845,0.305867090459,0.440503961696,0,,False,False,False,,no_reversal,Winter Wheat,0.440503961696,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0153,mean_variance_frontier,0.0153,False,True,optimal,Optimization terminated successfully,128.508723474,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,3432.66176899,181.028448539,3181.82711295,-54.4046491775,181.054973171,-45.733313331,0.539636781702,-8.67133584655,6765.62398769,3332.9622187,0.492631902802,True,True,False,False,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.252553670773,0.304039860537,0.44340646869,0,,False,False,False,,no_reversal,Winter Wheat,0.44340646869,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0154,mean_variance_frontier,0.0154,False,True,optimal,Optimization terminated successfully,128.166206506,2.22044604925e-16,2.22044604925e-16,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,3417.72613304,180.799188955,3168.29140649,-54.4412360442,180.825068014,-45.733313331,0.545366437387,-8.70792271325,6765.62398769,3347.89785465,0.494839479809,True,True,False,False,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.251492340174,0.302236363293,0.446271296532,0,,False,False,False,,no_reversal,Winter Wheat,0.446271296532,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0155,mean_variance_frontier,0.0155,False,True,optimal,Optimization terminated successfully,127.82516863,2.22044604925e-16,2.22044604925e-16,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,3403.07867214,180.572888048,3155.02179108,-54.4773507475,180.598129866,-45.733313331,0.551022149223,-8.74403741658,6765.62398769,3362.54531555,0.497004462807,True,True,False,False,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.250444707329,0.300456140221,0.44909915245,0,,False,False,False,,no_reversal,Winter Wheat,0.44909915245,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0156,mean_variance_frontier,0.0156,False,True,optimal,Optimization terminated successfully,127.485581401,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,3388.71201658,180.349488859,3142.01139891,-54.5130023994,180.37410161,-45.733313331,0.556605336738,-8.77968906842,6765.62398769,3376.91197111,0.499127941082,True,True,False,False,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.249410514645,0.298698739147,0.451890746208,0,,False,False,False,,no_reversal,Winter Wheat,0.451890746208,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0157,mean_variance_frontier,0.0157,False,True,optimal,Optimization terminated successfully,127.147417099,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,3374.61894045,180.128934464,3129.25349965,-54.5482000263,180.152926154,-45.733313331,0.562117433108,-8.81488669529,6765.62398769,3391.00504724,0.501210982669,True,True,False,False,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.248389482534,0.296963723073,0.454646794393,0,,False,False,False,,no_reversal,Winter Wheat,0.454646794393,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0158,mean_variance_frontier,0.0158,False,True,optimal,Optimization terminated successfully,126.810648707,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,3360.79269432,179.911173278,3116.74180163,-54.582832506,179.934551775,-45.733313331,0.567559717908,-8.84951917501,6765.62398769,3404.83129337,0.503254585174,True,True,False,False,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.247381386901,0.295250676306,0.457367936793,0,,False,False,False,,no_reversal,Winter Wheat,0.457367936793,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0159,mean_variance_frontier,0.0159,False,True,optimal,Optimization terminated successfully,126.475249887,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,3347.22641786,179.696149931,3104.46991953,-54.6169913572,179.718922946,-45.733313331,0.572933578737,-8.88367802619,6765.62398769,3418.39756983,0.505259762595,True,True,False,False,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.24638596557,0.293559167223,0.460054867207,0,,False,False,False,,no_reversal,Winter Wheat,0.460054867207,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0160,mean_variance_frontier,0.016,False,True,optimal,Optimization terminated successfully,126.14119496,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,3333.91378343,179.483815495,3092.43195663,-54.6500023358,179.505990595,-45.733313331,0.578240242228,-8.91668900482,6765.62398769,3431.71020426,0.507227450196,True,True,False,False,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.245402986283,0.291888814765,0.462708198953,0,,False,False,False,,no_reversal,Winter Wheat,0.462708198953,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0161,mean_variance_frontier,0.0161,False,True,optimal,Optimization terminated successfully,125.808458884,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,3320.84838142,179.274117825,3080.62194873,-54.6809756503,179.29570244,-45.733313331,0.583481000785,-8.94766231938,6765.62398769,3444.77560626,0.509158595354,True,True,False,False,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.244432224087,0.290239197682,0.465328578231,0,,False,False,False,,no_reversal,Winter Wheat,0.465328578231,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0162,mean_variance_frontier,0.0162,False,True,optimal,Optimization terminated successfully,125.477017236,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,3308.0241879,179.06700908,3069.03428621,-54.7060716746,179.088010497,-45.733313331,0.588657062985,-8.97275834362,6765.62398769,3457.59979979,0.511054088445,True,True,False,False,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.243473437772,0.288609952896,0.467916609331,0,,False,False,False,,no_reversal,Winter Wheat,0.467916609331,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0163,mean_variance_frontier,0.0163,False,True,optimal,Optimization terminated successfully,125.146846192,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,3295.43532247,178.862441948,3057.66349552,-54.7284586287,178.882867325,-45.733313331,0.593769603436,-8.99514529776,6765.62398769,3470.18866522,0.512914798625,True,True,False,False,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.242526420227,0.287000700216,0.470472879557,0,,False,False,False,,no_reversal,Winter Wheat,0.470472879557,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0164,mean_variance_frontier,0.0164,False,True,optimal,Optimization terminated successfully,124.817922509,0,0,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,3283.07600145,178.660368933,3046.50419617,-54.7497198832,178.680225292,-45.733313331,0.598819811116,-9.01640655221,6765.62398769,3482.54798624,0.514741580759,True,True,False,False,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.241590948618,0.285411067986,0.472997983396,0,,False,False,False,,no_reversal,Winter Wheat,0.472997983396,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0165,mean_variance_frontier,0.0165,False,True,optimal,Optimization terminated successfully,124.490223508,1.11022302463e-16,1.11022302463e-16,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,3270.94077457,178.460746289,3035.55131454,-54.7687380726,178.480040532,-45.733313331,0.603808777602,-9.03542474167,6765.62398769,3494.68321311,0.516535240426,True,True,False,False,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.240666823023,0.283840710337,0.47549246664,0,,False,False,False,,no_reversal,Winter Wheat,0.47549246664,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0166,mean_variance_frontier,0.0166,False,True,optimal,Optimization terminated successfully,124.163727057,1.11022302463e-16,1.11022302463e-16,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,3259.02414897,178.26352793,3024.79974404,-54.7868340962,178.282266828,-45.733313331,0.608737654266,-9.05352076525,6765.62398769,3506.59983872,0.518296589509,True,True,False,False,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.239753830739,0.282289264289,0.477956904972,0,,False,False,False,,no_reversal,Winter Wheat,0.477956904972,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
Gaussian_MV_frontier_gamma_0.0167,mean_variance_frontier,0.0167,False,True,optimal,Optimization terminated successfully,123.838411552,1.11022302463e-16,1.11022302463e-16,0.25,student_t_copula_df4_student_t_df5_marginal,0,0.195380168372,3247.32098263,178.068671962,3014.24469991,-54.8040577901,178.086862163,-45.733313331,0.613607495785,-9.07074445912,6765.62398769,3518.30300506,0.520026388026,True,True,False,False,False,False,False,6.39488462184e-14,True,smallest_gamma_achieving_fixed_gaussian_variance_reduction,0.15,0.0082,True,0.0068-0.0088,0.0068-0.0088,0.238851766108,0.28075640816,0.480391825731,0,,False,False,False,,no_reversal,Winter Wheat,0.480391825731,0.0001,0.0001,301,0,0.03,0.0001,0,-54.9181328549,4096,4096,202607350034,4,student_t_df5,0.95,0.5,0.649124009151,"variance reduction relative to solver-generated x0; material allocation difference from solver-generated xT; Student-t evaluation-law tail inferiority; and, for strong failure, violation of the common loss-CVaR ceiling. When xT binds the ceiling, the last two inequalities coincide numerically and are not independent checks."
